rating,title_x,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,text_cleaned,title_cleaned,text_cleaned1,title_cleaned1,sentiment,main_category,title_y,average_rating,rating_number,features,price,helpful_ratio,noun_count,adj_count,adv_count,word_count,sentence_count,avg_words_per_sentence,title_length,F-K_score,review_extremity,elapsed_time_days,image,year,month,day,hour
1.0,pure garbage,Don't buy this.  i have tested this with several people.  Before exposing these people to this product I had given them full disclosure.  It did nothing for them.  5 men 5 women.  no shown results.  its a scam.  sorry guys.  the reviews that say it absolutely works are just paid jerks that want to sell this snake oil,[],B00EJDG7XI,B0BLGN9N39,AHRA4MNCRU6THGDGZAMLPT3VIZUA,2020-11-11 22:04:44.605,1,True,do not buy this .   i have test this with several people .   before expose these people to this product i have give they full disclosure .   it do nothing for they .   5 man 5 woman .   no show result .   its a scam .   sorry guy .   the review that say it absolutely work be just pay jerk that want to sell this snake oil,pure garbage,buy test people expose people product give disclosure man woman show result scam sorry guy review absolutely work pay jerk want sell snake oil,pure garbage,0,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0002346866932644919,14,3,2,58,9,7.444444444444445,1,,-2.9,1019,0,2020,11,11,22
1.0,Nope for me,I found the scent of this to be unbearable.,[],B00EJDG7XI,B0BLGN9N39,AHSZXCJL6TJGVOVCZ4SFUYWDMMZQ,2021-11-15 01:30:01.685,0,True,i find the scent of this to be unbearable .,nope for i,find scent unbearable,nope,0,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,1,1,0,9,1,10.0,1,,-2.9,651,0,2021,11,15,1
3.0,Scent is off,The scent is a little weird but it works,[],B00EJDG7XI,B0BLGN9N39,AEPQI7UWOWBFVPGBW4XP4HADFNLA,2022-09-13 00:25:41.938,0,True,the scent be a little weird but it work,scent be off,scent little weird work,scent,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,1,2,0,9,1,9.0,1,,-0.8999999999999999,349,0,2022,9,13,0
3.0,High hopes.,First off trying this product I was so excited but when I first applied it I instantly became nauseous. I couldn’t keep it on too long before I had to wipe it off. Second my spouse didn’t even notice. Everyone is different I guess but I read some very good reviews and I was disappointed it didn’t work the same for me.,[],B00EJDG7XI,B0BLGN9N39,AHP5QMXZPAKZFQAA2UXX6UC67JKQ,2021-03-16 05:48:58.580,0,True,first off try this product i be so excited but when i first apply it i instantly become nauseous . i could not keep it on too long before i have to wipe it off . second my spouse do not even notice . everyone be different i guess but i read some very good review and i be disappoint it do not work the same for i .,high hope .,try product excited apply instantly nauseous long wipe second spouse notice different guess read good review disappoint work,high hope,0,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,3,5,9,62,4,18.0,1,,-0.8999999999999999,895,0,2021,3,16,5
5.0,Great smell,"I honestly haven’t been able to tell a difference on how this smell effects others around me, BUT man does this do something for me. I love the scent and when my vibration is at that level. I feel an intense feeling of lust. I like it a lot.",[],B00EJDG7XI,B0BLGN9N39,AHS35GYVHQNB5NMFNNUMSJW3RVFA,2021-01-12 06:42:35.633,0,True,"i honestly have not be able to tell a difference on how this smell effect other around i , but man do this do something for i . i love the scent and when my vibration be at that level . i feel an intense feeling of lust . i like it a lot .",great smell,honestly able tell difference smell effect man love scent vibration level feel intense feeling lust like lot,great smell,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,10,2,1,49,4,14.0,1,,1.1,958,0,2021,1,12,6
1.0,Yuck,So this smelled straight up like a cheap floral candle. After I tried it I also found that there was a hole in the cap so I definitely returned it. I absolutely won't be trying it again even though I know that the hole in the cap could have affected it. Nope. The scent was so cloying and strong that it gave me a headache and I only used a tiny bit in the bend of one elbow. Not for me.,[],B00EJDG7XI,B0BLGN9N39,AFR3CNPSZJU6SRYDJZADAY6YUXOA,2020-08-26 07:55:13.153,0,True,so this smell straight up like a cheap floral candle . after i try it i also find that there be a hole in the cap so i definitely return it . i absolutely will not be try it again even though i know that the hole in the cap could have affect it . nope . the scent be so cloying and strong that it give i a headache and i only use a tiny bit in the bend of one elbow . not for i .,yuck,smell straight like cheap floral candle try find hole cap definitely return absolutely will try know hole cap affect nope scent cloying strong give headache tiny bit bend elbow,yuck,0,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,10,5,11,81,6,14.666666666666666,4,,-2.9,1097,0,2020,8,26,7
2.0,Waste of money.,"I would say that this does nothing. Nobody was able to tell I had it on. I have used it multiple times with no reaction, or anybody commenting on a scent.",[],B00EJDG7XI,B0BLGN9N39,AHWA4GFRPLULVWB7OE5UJ63SQ5NA,2022-02-10 20:50:52.402,0,True,"i would say that this do nothing . nobody be able to tell i have it on . i have use it multiple time with no reaction , or anybody comment on a scent .",waste of money .,able tell multiple time reaction anybody comment scent,waste money,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,3,2,0,31,3,11.666666666666666,1,,-1.9,563,0,2022,2,10,20
2.0,Smells like bubble gum,Very sweet smell. Smells like bubble gum.,[],B00EJDG7XI,B0BLGN9N39,AEZ6PQW6QPBKM764QVZGRZPNLD2Q,2023-03-12 03:29:40.511,0,True,very sweet smell . smell like bubble gum .,smell like bubble gum,sweet smell smell like bubble gum,smell like bubble gum,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,4,1,1,7,2,4.5,1,,-1.9,169,0,2023,3,12,3
2.0,Not at all when it’s cracked up to be,"The scent of this smells so good, it’s like a fruity scent. The scent does not last long at all on my skin I had it on for a total of an hour and couldn’t smell it anymore after that, disappointed and a complete waste of money.",[],B00EJDG7XI,B0BLGN9N39,AFIMOGIW3B34IHZ37ZZ4QLWEPUAA,2021-12-05 22:50:22.131,0,True,"the scent of this smell so good , it ’ like a fruity scent . the scent do not last long at all on my skin i have it on for a total of an hour and could not smell it anymore after that , disappointed and a complete waste of money .",not at all when it ’s crack up to be,scent smell good like fruity scent scent long skin total hour smell anymore disappointed complete waste money,crack,0,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,9,3,5,47,2,27.5,1,,-1.9,630,0,2021,12,5,22
1.0,Doesn't work for me,Didn't work for me and it smells like oranges.,[],B00EJDG7XI,B0BLGN9N39,AFL6IKGXL6IOEU2HM2R5VSVLIOWQ,2021-08-05 06:04:13.721,0,True,do not work for i and it smell like orange .,do not work for i,work smell like orange,work,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,1,0,0,9,1,11.0,1,,-2.9,753,0,2021,8,5,6
4.0,I wish it would’ve worked,"I tried wearing it around my husband and all I got was “smells nice”. No ripping my clothes off. Not even wanting sex.<br /><br />It smells great, don’t get me wrong. I just wanted the experience other people in the reviews got too. Didn’t happen.",[],B00EJDG7XI,B0BLGN9N39,AEMHBLYDQ4E7CB5WVJXW2TCMA5LA,2021-03-23 12:11:22.796,0,True,"i try wear it around my husband and all i get be "" smell nice "" . no rip my clothe off . not even want sex.<br /><br />it smell great , do not get i wrong . i just want the experience other people in the review get too . do not happen .",i wish it would ’ve work,try wear husband get smell nice rip clothe want smell great wrong want experience people review get happen,wish work,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,7,4,3,45,5,12.8,1,,0.10000000000000009,888,0,2021,3,23,12
1.0,Did not work,"I ended up returning this item because I felt as if I got ripped off. I put it on my neck and wrist and my husband didn’t even notice a difference, he didn’t smell it at all. It was a total shock to me because When I applied it it was super strong and I ended up taking a shower again later that day to try to get the smell off me because it a was making me choke and cough. There was no difference I would not recommend. It’s not worth the money and I don’t get the hype.",[],B00EJDG7XI,B0BLGN9N39,AFXJX4D6JCJ3CSTMNHMZO7HV3NTQ,2023-03-16 10:47:51.690,1,True,"i end up return this item because i feel as if i get rip off . i put it on my neck and wrist and my husband do not even notice a difference , he do not smell it at all . it be a total shock to i because when i apply it it be super strong and i end up take a shower again later that day to try to get the smell off i because it a be make i choke and cough . there be no difference i would not recommend . it ’ not worth the money and i do not get the hype .",do not work,end return item feel get rip neck wrist husband notice difference smell total shock apply super strong end take shower later day try smell make choke cough difference recommend worth money hype,work,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0002346866932644919,13,3,6,100,5,22.8,1,7.3679999999999986,-2.9,165,0,2023,3,16,10
1.0,Does not work,At first it smells nice but the sweet scent lasts for maybe 30 minutes and then you don't smell anything at all. This should be sold at the dollar store. Definitely not worth the money.,[],B00EJDG7XI,B0BLGN9N39,AFD7CGSWVYHETN2WTUDI6R7X2M2Q,2021-12-29 16:07:11.920,0,True,at first it smell nice but the sweet scent last for maybe 30 minute and then you do not smell anything at all . this should be sell at the dollar store . definitely not worth the money .,do not work,smell nice sweet scent last maybe minute smell sell dollar store definitely worth money,work,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,5,3,6,35,3,13.0,1,,-2.9,607,0,2021,12,29,16
2.0,"Smells Stays, but it doesn't actually work",So I tried this and it didn't do anything. Nothing noticeable. No one smelled it. No one acted differently. And honestly it just smelled like a super floral perfume or something.,[],B00EJDG7XI,B0BLGN9N39,AHXRDGNQNTFGBJM5RCYN2CASNTJQ,2022-11-06 03:32:28.694,0,True,so i try this and it do not do anything . nothing noticeable . no one smell it . no one act differently . and honestly it just smell like a super floral perfume or something .,"smells stays , but it do not actually work",try noticeable smell act differently honestly smell like super floral perfume,smells stays actually work,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,3,3,4,31,5,7.4,1,,-1.9,295,0,2022,11,6,3
2.0,Just no,Gimmick,[],B00EJDG7XI,B0BLGN9N39,AFC2IGKL54G524OJGA6ZI4Z24N2A,2022-01-26 16:22:35.579,0,True,gimmick,just no,gimmick,,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,0,0,0,1,1,1.0,1,,-1.9,579,0,2022,1,26,16
4.0,great addition to perfume,"this scent is sort of intoxicating for me to even smell on myself, i don’t wear it by itself although i wouldn’t be completely opposed to it. i don’t know about the “scientific” affect it supposed to have on your partner, but i do know it makes ME feel sexier when i wear it! that counts for something i guess. maybe it’s a placebo affect, but i don’t really care because this one roller will last for years and the smell stays all day!",[],B00EJDG7XI,B0BLGN9N39,AGZUIEI6DQTG7RVVIKJH6W6M6HYQ,2022-10-22 20:45:47.689,25,True,"this scent be sort of intoxicate for i to even smell on myself , i do not wear it by itself although i would not be completely oppose to it . i do not know about the "" scientific "" affect it suppose to have on your partner , but i do know it make i feel sexier when i wear it ! that count for something i guess . maybe it ’ a placebo affect , but i do not really care because this one roller will last for year and the smell stay all day !",great addition to perfume,scent sort intoxicate smell wear completely oppose know scientific affect suppose partner know make feel sexier wear count guess maybe placebo affect care roller year smell stay day,great addition perfume,0,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.005867167331612298,9,2,6,84,4,25.75,1,,0.10000000000000009,309,0,2022,10,22,20
5.0,It’s just ok,I don’t know if it’s as crazy as ppl hype it up to be...My fiancé didn’t like the smell but I like it...,[],B00EJDG7XI,B0BLGN9N39,AFUFVPWXYR7BUPUERKKDQH5M37IQ,2020-11-04 00:19:46.404,0,True,i do not know if it ’ as crazy as ppl hype it up to be ... my fiancé do not like the smell but i like it ...,it ’ just ok,know crazy ppl hype fiancé like smell like,ok,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,2,1,1,23,1,32.0,1,,1.1,1027,0,2020,11,4,0
1.0,Don't bother,Tried it twice.  Sickening smell...Straight in the garbage...,[],B00EJDG7XI,B0BLGN9N39,AEF5HSBW3UAEN3ZR7AWVWEHMTITQ,2022-01-19 07:12:21.596,0,True,try it twice .   sickening smell ... straight in the garbage ...,do not bother,try twice sickening smell straight garbage,bother,0,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,3,0,2,8,2,6.0,1,,-2.9,586,0,2022,1,19,7
4.0,Going to try it,I will be trying it out this weekend.  Hopefully it will be a good investment,[],B00EJDG7XI,B0BLGN9N39,AHWGN6HAOWU3MDEZR4NZ6BRCBQCQ,2022-08-06 01:34:51.789,0,True,i will be try it out this weekend .   hopefully it will be a good investment,go to try it,try weekend hopefully good investment,go try,4,All Beauty,Pure Instinct Roll-On - The Original Pheromone Infused Essential Oil Perfume Cologne - Unisex For Men and Women - TSA Ready,3.9,72669,"['More than 20 years ago, Pure Instinct changed the ways we feel about ourselves and reconnect with others.\xa0 Again in 2021, Pure Instinct #pureinstinct took over TikTok as the most trusted and searched pheromone perfume and cologne as it was used and loved by hundreds of thousands of individuals. Experience Pure Instinct today!', 'The “ORIGINAL” formula with the most potent pheromone formulation (imported from Italy).', 'Blend with your skin PH to create a one-of-a-kind scent. Rich & silky texture for the perfect massages.\xa0 Use it in your next bath. Compatible with diffuser.', 'Alluring and timeless fragrance that you can wear it alone or layer it with your favorite perfume/cologne.', 'Body Safe - Made in USA and NOT Tested on Animals. FREE of Paraben, Gluten, Glycerin, Alcohol. 0.34oz / 10.2mL. TSA Travel Ready.']",16.95,0.0,2,1,1,15,2,8.0,1,,0.10000000000000009,387,0,2022,8,6,1
