rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
4,"Nice, but I like my Mini WetBrush better","The Tangle Teezer detangles my fine long hair well, but it’s not as comfortable a detangler as my WetBrush, or as compact as my mini WetBrush. I was hoping for something even more compact for travel, but my mini is smaller (see the pictures on an inch grid, the Tangle Teezer is *much* thicker than the mini WetBrush, and won’t fit in my toiletry case as well), and the WetBrush’s flexible bristles feel much more pleasant on my scalp.<br /><br />Very pretty, and a nice detangler, but not what I was hoping for.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71L89Lyj1OL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71L89Lyj1OL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71L89Lyj1OL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71SGwsWraqL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71SGwsWraqL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71SGwsWraqL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71ZCXEDFP4L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71ZCXEDFP4L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71ZCXEDFP4L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B079D35TDZ,B01EY96W72,AE6SH7I2QSRWPDXE6KYEERZA725Q,2021-11-02 22:16:28.209,0,True
5,Best!!! Little girl approved!,I like it so much that I ordered the second one. One in my purse and one at home. Very happy with the product. My daughter whose hair gets tangled very easily wants to use this one. I don't think we will buy any other brush anymore!,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81c7-uILJmL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81c7-uILJmL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81c7-uILJmL.jpg', 'attachment_type': 'IMAGE'}]",B008HJRLXK,B01EY96W72,AEPYKTGJ2U5PDSLJCSWQ3ZTKL6SA,2015-03-02 03:59:09.000,3,True
5,Works like a dream!,Glides right through hair and easily removes tangles. Really nice for combing out small sections for styling!,[],B00JJ7T2V8,B01EY96W72,AHEICJLV723C5MIECGYYDTDYFJUQ,2021-06-11 08:15:23.916,0,True
5,Five Stars,"Great product, great seller !!!",[],B00JJ7T2V8,B01EY96W72,AFN72BZ7AX2IBH5ZTGWDNYN4AMZQ,2015-06-01 23:13:07.000,0,True
5,Five Stars,Only thing that will go though my families hair,[],B0086QEO7K,B01EY96W72,AEVIVYHDBABHTMX7BWIJOP5Y7J2Q,2017-12-08 17:16:42.694,0,True
4,Evil Brush 2: Brushed by Dawn,The best thing about this compilation is that you can get your hands on it for the low price of 19.95 and a goat. It will enrich the lives of those people who want to be in your life as well as their friends.,[],B01DEL836O,B01EY96W72,AETPWUNCW3KZDTKNUQGS5YYKNUEA,2021-11-16 23:09:46.259,0,True
4,I have three of these,Hair brushing sucks for me. It's Millington and prone to snarls. These brushes work out the issues better than anything else I've used.,[],B07X13Q45K,B01EY96W72,AETPWUNCW3KZDTKNUQGS5YYKNUEA,2021-11-16 23:06:56.361,0,True
3,alright,Awkward to hold and difficult to get a good grip on it but it works fine with tangled hair,[],B00JJ7T2V8,B01EY96W72,AEVCTSJ2SB4CDCJTB3ZPO2NKS3JA,2018-04-13 21:07:28.475,0,True
5,Works,Great for wet hair that needs a good combing,[],B008HJRLXK,B01EY96W72,AHKJZIW4OJ5RNN7Q4BC5B2JAUCXQ,2018-12-27 18:00:14.408,0,True
5,I wish I’d had this my whole life,I have way too much hair and it is very fine so it’s always tangled. This works them out without the pain of a regular brush,[],B00TGFQ55Y,B01EY96W72,AER7L72NNQZ2MNCXML542224CI2A,2019-04-12 14:33:59.500,0,True
5,BEST brush I have ever used!!!!!  MUST BUY!!!,"My daughter has very curly hair, she is mixed and has both of our textures of hair so it can be quite a challenge and job to comb out her hair.  She is 1 1/2 and sitting for more than 10 minutes was the first hurdle to getting her hair done.  A friend suggested this brush, I wasn't sure, but I was open to try anything, I had already spent lots of $$$ on de-tanglers, creams ect to help with her hair, what was another $10.  I am so very happy I bought this!  I AM IN LOVE!!!  What was normally a minimum of 30 minutes to comb out my daughters hair  turned into 3 minutes!!!!  I couldn't be happier with this brush, there was no pulling or breaking, her hair was soft and the curls never looked better!",[],B007RDTSYM,B01EY96W72,AFGJU7FIINY5PIBH6GSSXBXDTRBQ,2016-02-19 15:03:12.000,7,True
5,Awesome,This works so well at detangling. I love it and wish I had one sooner.,[],B07X13Q45K,B01EY96W72,AEWCFUTFZIBHKPISQYGSCFFNU46A,2021-06-29 03:02:55.328,0,True
5,THE HOLY GRAIL OF HAIR BRUSHES,"Listen, I have very thin straight hair, and a lot of it. Every single brush I have ever used snaps my hair and gives me so many split ends. BUT THIS BRUSH slides through my hair magically and doesn’t snap off any ends. My mom is now getting one for herself and my boyfriend has already been stealing my brush for his own thin hair in the mornings. I can’t rave enough about this brush it has made my hair look soo much healthier and without any split ends!!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ZuLIWS1yL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ZuLIWS1yL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ZuLIWS1yL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B01NA7KNTS,B01EY96W72,AGUGHYSLH3CK7KE7YHTIR7CLVWUA,2021-03-03 15:13:45.515,1,True
5,perhaps the most perfect brush,"this brush i could very well be the perfect brush for my fine curly hair. i needed a brush that would detangle and not pull, and this is it. it's almost scary how it glides right through. it detangles both wet and dry and helps create a slick look on straight hair days. it's small and easy to grab, although i do have smaller hands so that isn't an issue much for me, plus when i travel this can come along easily.",[],B07XPQ9KV6,B01EY96W72,AHYXAKNGELNXFOETLL7CJO37A2TA,2022-10-10 14:59:35.697,1,True
5,Detangled hair,"Im so happy I found a brush that de tangled my hair without making it painful. Other than that, the hair gets pretty after it is brushed with it. I’m actually very happy with this purchase!",[],B07XPQ9KV6,B01EY96W72,AHPEP4PYEMZWBXHI64PIIA22UD5A,2021-12-17 04:36:28.131,0,True
5,Five Stars,Best brush ever!!,[],B007RDTSYM,B01EY96W72,AGS4SWRNNHMSX423INHCYKOISBBQ,2016-03-02 01:49:23.000,0,True
5,I love mine and my cat loves his,"I bought two - one for home and one for my purse, but the one for home quickly became my cat's brush. HE FREAKING LOVES IT. It's the best cat brush ever. And I love mine. Compact, easy to stick in my bag, doesn't hurt to detangle, and easy to hold in my hand. A win-win for me and my Ramsey. Highly recommend.",[],B0086QEO7K,B01EY96W72,AEAPQCA3D3CLJZOPVHOLB7ZW6N6A,2020-11-13 13:26:01.046,0,True
5,he is comfortable,he is comfortable,[],B0086QEO7K,B01EY96W72,AELBUSDE4T6KVOLF4JTZZCICCLCA,2018-09-09 18:46:56.978,0,True
5,Good for curly hair,"I haven't tried the original but this one does work for curly hair. Since you have to hold it with your whole hand it forces you to be more gentle with your hair, or at least it does for me.",[],B073JQLGN9,B01EY96W72,AEBRM243JNMYQ2XJDC64BCBO7IUA,2020-02-09 15:07:11.448,0,True
5,Lifesaver for sensitive heads,"My daughter has a sensitive head and this is the only brush she will use. She loves it, it detangles as well as any other brush (we were using wet brush) but for some reason she thinks this is much softer on her head and actually enjoys having her hair brushed with this. Lifesaver! Product came fast and as described. Pretty colors.",[],B07L61DNMR,B01EY96W72,AHLZ6Q3ZATDDIQC5625O4WHPLCEA,2021-01-14 15:34:37.012,0,True
5,This oddball brush does a better job at detangling my kids' hair than anything else ...,"This oddball brush does a better job at detangling my kids' hair than anything else I've ever used. And I've tried so, so many brushes- this is better. And anything that reduces the amount of tears and discomfort daily is worth whatever the cost.",[],B008HJRLXK,B01EY96W72,AHIGP2RNQTPWZS2Q52X3HCHOKBUA,2018-07-01 22:46:13.027,0,True
5,Baby fine hair? This is for for you !!,"This is exactly what I was looking for!!!!! Lately, and for the first time in my adult life, my hair has been getting tangled. I have baby fine hair, and lots of it! It's been bleached from dark brown to light blonde.<br /><br />  I bought this, and I also purchased the Wet brush(the one that's supposed to be extra soft). After reading all the reviews I was expecting that was the one I would prefer. However it is this one that was everything I was looking for, it brushed through my hair without any issues. The bristles have a little bit of a pointy feel, but are still soft.<br />  I was amazed at how well the brush removed any and all tangles in no time flat. From what I've read, this is best for people with very fine hair. I'm not the biggest fan on the shape. However the brush itself is a huge !",[],B07L61DNMR,B01EY96W72,AEEDAOCKXZAXIQFRSF5GPS2APH3Q,2020-06-20 04:53:26.553,14,True
5,Five Stars,It's very good,[],B00JJ7T2V8,B01EY96W72,AFKQYLGPNS3I5IWHKU27WBSLKFEQ,2015-02-26 21:01:48.000,0,True
1,Just a normal brush,"I really don't understand the hype about this brush? For my daughter's hair, which is wavy, not curly, it worked the same as any other brush.",[],B00JJ7T2V8,B01EY96W72,AEKSSFXP3BWCFCF24SZDP2GJHH5Q,2015-03-13 09:59:00.000,1,True
5,Great for sensitive scalps and delicate hair,"Love it , idk why i waited so long to get one ive heard them recommended forevvvvver . The travel cover is great to protect the bristles for purse or whatever",[],B07L65QZR8,B01EY96W72,AFKYWNWVP6UOMAQMJETZ3HACYVZQ,2022-01-17 01:40:51.823,0,True
4,Tangle Teezer Brush,"I bought the Tangle Teezer Brush for my 2 year old granddaughter, via her mommy's request.<br />My granddaughter has &#34;Shirley Temple&#34; like curls.<br />This brush works wonders for her hair and my daughter (her mommy) loves it.<br />A great product, that works for us.",[],B008HJRLXK,B01EY96W72,AFYCZCWFENADZTSDQYNW5H2ROTOQ,2016-09-08 13:04:36.000,0,True
5,which gets tangled very easily. I've tried many combs and brushes,"I have long hair, which gets tangled very easily. I've tried many combs and brushes; most pulling the tangles out in clumps rather than detangling them. After reading the reviews, I decided to give this one a try. I was impressed with how well it works. My only caveat is that the bristles are very short so I have to put my hand behind my hair when brushing it out as the short bristles don't always make it all of the way through my thick hair.<br />I would recommend this brush to anyone suffering from tangles in dry or wet hair.",[],B00JJ7T2V8,B01EY96W72,AEKNJK64JQXUF2DRA5YYTFUDPORA,2018-02-11 15:00:55.509,3,True
5,detanggles my 7yo's hair!,detanggles my 7yo's hair!,[],B008HJRLXK,B01EY96W72,AECOAKGY44TSY4AS53BTXL2QGDMA,2016-12-18 23:12:31.000,0,True
5,I can’t use other brushes anymore,"Ever since I got my first tangle teezer a few years ago now, I can’t back to using regular combs or brushes. I always have to use a tangle teezer first and then if I want to do something fancy or use a round brush, I’ll use it after.<br /><br />Tangle teezer first! Make sure to clean it regularly cause they do still catch quite a bit of hair. But I love it anyway.",[],B07X13Q45K,B01EY96W72,AEXVCBQM57QIJBZSNPC4DEQRTMDQ,2020-09-08 07:19:52.061,0,True
4,Good for general brushing,"I only use it after I wash my hair, it does work and help to untangle my hair but if you’re trying to part your hair, it won’t work as well as the regular comb. It looks pretty and all but I still uses my regular comb, it makes it look finer. Only use this one for untangle purpose.",[],B01NA7KNTS,B01EY96W72,AGUADQ7NGVGZAQ5XZMEDJEORBJKA,2019-03-17 03:59:08.975,1,True
5,Tangle free in St louis,What a nice surprise this pink brush turned out to be. I used to have a lot of knots and tangles after sleeping. This small brush doesn't pull your hair out at all....This was an awesome buy!!!!,[],B00JJ7T2V8,B01EY96W72,AFOERXYQQEBCTYAWHOCT2CPON54A,2017-04-16 00:22:39.000,0,True
4,worked better than expected,"I bought this hairbrush when i was going through a phase of hair loss, dryness ,and frizziness. It works best when my hair is wet which is primarily why I bought it. At first I didn't like it and went back to my detailing comb. One day I reached for this brush again and now it's all I ever use. It is lightweight and tries to be ergonomically correct. I took a star away because I don't like to use it on dry hair.",[],B008HJRLXK,B01EY96W72,AFEEJQRRKKU2QJX2OVD24PG5STPQ,2016-01-31 21:51:22.000,0,True
5,Five Stars,Great,[],B00GGO9DEI,B01EY96W72,AERXEUWVUSPMQRJYJACDRY7KE7RA,2016-01-22 22:03:37.000,0,True
5,Five Stars,works well.,[],B007RDTSYM,B01EY96W72,AERXEUWVUSPMQRJYJACDRY7KE7RA,2016-01-22 22:03:07.000,0,True
2,this just doesn't do for me what it claims to ...,this just doesn't do for me what it claims to do. it still pulls on my hair and I have combs that are more effective than this,[],B00GGO9DEI,B01EY96W72,AE43KF5QGC76RNCI7DZJ6U4YXPZQ,2015-04-05 00:17:44.000,0,True
4,love the shape,bought this for my girls natural hair. They are biracial. It works ok to detangle. I usually end up grabbing a comb instead. I have fine thin hair and it works ok for my hair as well. Though I feel it pulls a lot of hair out.,[],B07X13Q45K,B01EY96W72,AFMJ7LFJBJM7R4MVXMPEALTCNYIQ,2020-07-02 23:03:06.236,0,True
5,Great detangler,Love this product,[],B07L65QZR8,B01EY96W72,AH7IJPVCHBQQOS3TZJ5KR7MEP4QQ,2021-01-19 01:52:28.786,0,True
3,Sort-of works...,"This didn't work as well as I had hoped.  We've used it for a couple of months now with mixed results.  It seems like if you scrape loosely over the tangled hair it eventually works it out with LESS pulling, but definitely not with zero tears at my house.  Also, the brush is awkward to hold and often of there is a big snarl it will pull completely out of my hand...<br /><br />We go back and forth between this and a regular brush...it sort of works...we're just not really impressed.",[],B008HJRLXK,B01EY96W72,AEC7VCQRFABT422LEAG3DLPLCHEQ,2016-10-30 00:05:38.000,0,True
5,No more tangles!,Awesome brush!! I may never go back to a normal brush again.,[],B008HJRLXK,B01EY96W72,AHBYRBJNAQTECIBXNID75W4ZAGHA,2018-06-30 11:45:27.024,0,True
5,Detangles soft curly hair without painfully ripping it out.,"My hair curls in humid climates and is somewhat soft so using a comb often results in painfully tearing out locks.  This brush easily makes it through the tangles without any pain, and though it still ends up with hair in the teeth it feels more like removing shed hair than yanking out healthy ones.  I'm very happy with the product.",[],B0086QEO7K,B01EY96W72,AE7J4OJD2HHCZY5JMD64BD5E65DA,2020-10-19 07:32:31.143,0,True
4,Going strong,works like the previous one and its good. have the last one for 2 yrs and it still going strong.<br />It should be much cheaper for mass access,[],B0086QEO7K,B01EY96W72,AF7523YKDOQXPN5ZVBZ3GRVWRMEQ,2018-06-11 19:14:43.331,0,True
5,Great hair brush,Great hair brush to stash in the car.,[],B09TPRPLQR,B01EY96W72,AH2HT27N4BGQZG76GYBXBB3FQVTQ,2022-11-29 13:47:03.429,0,True
5,Magic,"I don't know how this thing works, but it is magic! A staple for every household with smaller children (and big kids too)!",[],B007RDTSYM,B01EY96W72,AFKBSDNPLBKS5GACQJE5E36ZRMGQ,2016-06-29 04:50:25.000,0,True
5,Favorite for Years!,This is the only hairbrush I use. I’ve been using it for over 10 years. It saved my hair countless of times. I have thick hair down to my waist which loves to get tangled. I was bedridden for a week and couldn’t brush my hair- it was a complete tangled disaster. I washed it and used the tangle teezer on my wet hair- 3 passes and it was all detangled. I cannot recommend this product enough.,[],B07X13Q45K,B01EY96W72,AE5PA6PZKSH34LOOXVLNDXLIA3WA,2020-07-20 03:45:59.509,0,True
5,Phenomenal!!!!,Normally I would not add a photo but I have to show how much this helped us. My son is autistic and hates to have his head/hair touched. It's been a year since he's had a haircut. I'm trying to keep it brushed but as you can see it had gotten pretty badly tangled. I watched a YouTube video and someone used this brush. I thought it was worth trying. I'm desperate! As you can see IT WORKS!!!! I'm so thankful that this product exists and I'm ordering a lot more of these in case it ever stops being made. Thank you so much for this brush!!!! I'm so happy. There were NO TEARS!!!,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71kCuU29wdL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71kCuU29wdL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71kCuU29wdL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71ywO0vJVNL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71ywO0vJVNL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71ywO0vJVNL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07VFJZ3V4,B01EY96W72,AE5UWXXEKWNNRZF7WJJK2ACIET3Q,2022-04-08 09:34:14.177,6,True
5,Seriously... why did no one tell me ...,Seriously...why did no one tell me about these.  They are the only way I can brush my daughters hair without screaming.  They get the knots out but without the yanking and pulling of a normal brush.  You may have to brush for a little longer but its worth it (especially with a toddler!),[],B008HJRLXK,B01EY96W72,AGZRYVOERTYGHMZTDAFDAFJ6SQQQ,2017-03-23 21:34:00.000,0,True
5,No more tears,I wish I would have found this sooner! My daughters hair is fine but she has a lot of it so it gets super tangled! She no longer cries or fights me when I am brushing her hair with this. I so used it with a ton of gel for her dance recital and it was super easy to clean. I got myself one too after seeing how much it smoothed her hair. I got the the thick and curly one with the longer teeth since my hair is very coarse and it works perfect. Such a gentle brush while doing the job.,[],B00JJ7T2V8,B01EY96W72,AFJ6ERZAQP4JNP4KPZ7JCOFYUW7A,2021-12-16 01:36:11.981,0,True
5,Great brush for curly hair,So good I bought more for family members. Best brush I've used. Ever.,[],B00JJ7T2V8,B01EY96W72,AE6ZUNCB34YMYADI3T3TBOUPRIGA,2016-08-04 16:46:28.000,0,True
2,Not a fan,"I am not really a fan. For me, it is very hard to hold, especially if your hair is tangled it’ll just get stuck in your hair or I will drop it. I don’t really see how this is a great detangler brush. It doesn’t really work for me, I wouldn’t purchase it again.",[],B0086QEO7K,B01EY96W72,AGOKHZEITOTZAY3S3O2DCKLV4OIA,2018-08-15 17:48:53.879,0,True
5,Five Stars,Like it. I bring it in my bag everyday,[],B0086QEO7K,B01EY96W72,AGRUJXVMYSZVWC6BMF27KNGUR3VQ,2016-08-21 01:49:59.000,0,True
5,Happy Brushing,"Total game changer if you have fine hair that knots easily. I used to lose so much hair brushing because I had no patience. It is compact and can easily bring it anywhere. It will last a long time if you’re using it correctly. It didn't feel it doing much when I brushed! Clearly, that's how brushing hair should be, nice and easy! Totally worth it!",[],B07L63LVSM,B01EY96W72,AGITKMXFHIMOLDGRCQ7TNGWMWVCQ,2022-01-19 19:09:07.221,0,True
5,Easy to use for detangling hair / locks,Love it . Use it to detangle my locks while washing my hair with shampoo. It worked perfectly👍,[],B07X13Q45K,B01EY96W72,AFSJV5DSW4QPHNQYJFCXLN6QDJSQ,2020-05-05 06:03:22.083,0,True
5,Perfect for your Puppy,"I have a 16lb Cavapoo who does not like to be brushed. Until the Tangle Teezzer arrived as a gift for me. I thought I would give it a try and it works like magic on her coat. All those little knots melt away. I bought one for our groomer and all my friends who had Poo dogs for Christmas!! Easy to clean, easy to brush her small face. I just love it! You must get this for any dog breed that needs brushing. They have ones with handles also. Poppy loves her❣️",[],B07L5QFNKM,B01EY96W72,AEJI2ONNC7J66LG6KMGX7KMSQAYA,2022-01-08 06:05:41.832,0,True
5,Love it,I had a horrible time trying to get tangles out before. But this has helped out so much. I like that it fits in my hand perfectly and that it's small enough for me to take anywhere. One of my favorite hair product purchases,[],B07L5ZLJ3H,B01EY96W72,AFA4QPNDWGDMEVG7DKW3GBEB7NPQ,2022-03-20 15:37:26.863,0,True
5,Travels perfect,"Perfect for purse, for gym, for suitcase - no worries of having the bristles break.",[],B082DG7YY7,B01EY96W72,AG4MFFT6WTKCJCEVEBA4Q34CL3ZA,2022-10-02 18:46:40.213,0,True
4,Works as described,Wish there were a finger holder.  It slips out of my hand when I have hair product that I am brushing through my hair.,[],B08J1MP6DB,B01EY96W72,AG4TME25DQ6XLWXNDN5N7JUH4JRA,2021-12-19 02:50:24.856,0,True
5,Five Stars,Looks exactly same as the picture. works well,[],B0045U2Z72,B01EY96W72,AE7NWNYOQ4FJ6Y7B4ZIIKXDQV42A,2015-06-20 03:22:38.000,0,True
4,"Not a wet brush fan but a TT fans, but there is a flaw","I’ve never been a wet brush fan. Those flimsy soft bristle might work for fine, straight hair, but my long wavy tangly mess, it doesn’t even get inside my hair. I like Tangle Teezer bristle better. Stiffer and really detangles from the roots down. However, despite how ergonomical  the brush, I constantly drop it. Specially if you just out of the shower or in the shower trying to detangle your hair with conditioner or leave in hair serum, you can’t grip it AT ALL! I prefer a handle and I’ve been using the tangle teezer ultimate brush and love it. I recommend anyone who has my same issue to try that version.",[],B073JQLGN9,B01EY96W72,AH5NS6RJXNNJTYJJQKWIDBU2SWAQ,2020-01-23 21:27:30.886,0,True
5,Great Little Brush!,"It actually works to keep our daughter from whining so much about getting her hair brushed, even I and my spouse use it!",[],B00JJ7T2V8,B01EY96W72,AFKP5B4ZSLNYEFREISRYOIYYGAJQ,2018-07-16 16:41:17.472,0,True
5,Must have for curly tangled hair,They best designed brush ever the packing was great! Great brush for curly hair.,[],B00TGFQ55Y,B01EY96W72,AFQZYVPQRQNEPVKI3JLHVNQFDCGA,2018-09-15 18:30:10.640,0,True
5,Five Stars,Good,[],B0045U707M,B01EY96W72,AFV7HBJXL2WQXMADSG2DOB5RM7NQ,2014-12-22 16:28:39.000,0,True
5,Five Stars,Very good,[],B00GGO9DEI,B01EY96W72,AFTLK2JSMAVI2F2HO5TXP7USWEZQ,2014-10-03 12:59:05.000,0,True
5,A really good brush,This is an excellent little brush; no hair in the brush after using it both wet and dry.  It is a great little scalp massager as well and leaves the hair fluffy when you use it on dry hair.,[],B00GGO9DEI,B01EY96W72,AFIXKM7ETI3RSHN5HZOH3X5XW4AA,2016-10-18 16:48:41.000,0,False
