rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5,Get your jam on,It’s Adele and she is great!  Buy it and listen.,[],B09HVRTMFX,B09HVRTMFX,AF6XJEYV6L57IQ7F5VYUDGVVYDGQ,2022-10-16 04:53:21.944,3,True
5,Always on time.,Was so happy to receive as soon as it hit the stores.,[],B09HVRTMFX,B09HVRTMFX,AGNMMMK5NP5CI5HDVEXM2Q43ER6A,2021-12-09 19:38:15.517,0,True
1,Disappointed,Thought it was going too be a better album.  It wasn't very disappointing,[],B09HVRTMFX,B09HVRTMFX,AFSNN6YRQES3SHB7GSPFNTZOZQNQ,2022-01-08 14:28:48.474,0,True
5,ACDC cd,"It's ACDC, what's not to like. Sounds the same as oldies.",[],B08KGT79CH,B08KGT79CH,AHFCZ7GGUXXALHKHBYLZRS6TTWBA,2020-11-29 16:14:06.783,0,True
5,Great CD,I love me some Adele. This CD is 😎 awesome. SangGirl,[],B09HVRTMFX,B09HVRTMFX,AFPRCLWQFOSJBNNYTSLMAO3FA6YQ,2021-12-16 19:08:09.779,0,True
5,30 by Adele,Awesome!,[],B09HVRTMFX,B09HVRTMFX,AEHZKXBLTVWU4MYNYB76YSSIDZLQ,2021-12-28 02:22:04.830,0,True
5,Good to have Brian Johnson back!,Good solid tunes and they have the good old rhythm section back!,[],B08KGT79CH,B08KGT79CH,AFO57MJVTYBUF34U2QHH3WUIX6RQ,2021-01-02 18:35:31.900,0,True
2,Not what I thought,Kinda disappointed only a couple songs I enjoyed,[],B09HVRTMFX,B09HVRTMFX,AFAQQC4VP3XSFP47WOBKZSO5Y7SQ,2021-11-23 15:35:42.544,3,True
5,Disc in great condition,Great addition to my collection,[],B08KGT79CH,B08KGT79CH,AG2H4HK3RCBPFEXFFY7YXKGTEXIQ,2020-12-26 20:47:45.510,0,True
5,"saw it on TV, wonderful",Wow what a voice and so loved the special. Really liked the interview with Oprah. Hope Adele finds happiness to go along with her new look. wonderful music.,[],B09HVRTMFX,B09HVRTMFX,AG27KGQ65VDCBYFDOPWFC5TXDJQQ,2021-12-22 22:00:19.695,0,True
4,Beautiful albums but...,Beautiful white albums but I'm disappointed that I don't recognize a single song on them.  However; I'm a fan of Adele and will continue to enjoy them along with my other albums.  😁,[],B09HVTKLPQ,B09HVRTMFX,AEIE7QI5EBOYS4GIMUUKFRX3VKCQ,2022-12-28 21:28:17.651,0,True
5,I loved the movie,The soundtrack is very good. I have some new favorite artists because of this soundtrack.  Just what I wanted!  Thanks,[],B008KL4KB6,B008KL4KB6,AHMANPU77AIGGCTAEYIHN5RFZT4A,2014-01-07 01:50:02.000,0,True
5,Good buy!,"Bought it for my husband, who is a HUGE AC⚡DC fan, and he LOVES it!",[],B08KGT79CH,B08KGT79CH,AGCYFKRLALHE5OSB74GUCNARQJGA,2020-12-29 11:44:33.900,0,True
5,Love Adele,I love Adele and have her other cds,[],B09HVRTMFX,B09HVRTMFX,AGJLOD65ZA22CF3OAAF4PEH2ZH3A,2022-01-06 18:50:00.233,0,True
5,Back on top!,Awesome Rock album. Sounds like smooth Blues Rock. I love the whole album.,[],B08KGT79CH,B08KGT79CH,AGJPUCUJTFW5BFASKI6VIPGQZISQ,2021-02-08 17:53:51.588,0,True
3,Disappointing,Not near as good as previous,[],B09HVRTMFX,B09HVRTMFX,AFM6HECFGXHL5I4756SA4EYZD4HQ,2022-07-23 18:34:19.340,0,True
1,"Great music, Warped record","The album arrived terribly warped. The packaging was fine, but the record itself was so bad that it would not play. I looked into returning it and trying another copy, but the seller won't offer an exchange. We're hoping if we set it under some heavy books it will flatten and play, but I am extremely disappointed with the quality of the product.",[],B008OW1S02,B008KL4KB6,AEELDKB6Q2UVLS2XLKO2J26TJWHQ,2013-11-11 13:24:46.000,1,True
5,Adele in all her glory,"Now this is not a review of the album, but it is a review of the quality of the pressing and the outstanding visual of having colored vinyl. This pressing is a great representation of her music and sounds great on my player. What I do also appreciate is that there is something extra special about having an exclusive color way for this album. As a fan of Adele I love it, but as a fan of music and a collector of records, this is great.",[],B09HVTKLPQ,B09HVRTMFX,AH2XSH7YRFO6UM6K6BG47ZEQWFGQ,2023-01-30 09:15:15.693,0,True
2,Not as I remembered,No thrills on this as it totally lacks any of her emotion.,[],B09HVRTMFX,B09HVRTMFX,AG4G532CUH7B4F4BXQFXENT756RA,2021-11-25 11:30:07.990,2,True
4,Good album,Not as good as her other albums,[],B09HVRTMFX,B09HVRTMFX,AEX2FNWRKAHNV3IHG4EEUOA2SPTQ,2022-06-22 18:09:37.452,0,True
5,what's with all the hate???,"To be honest, upon my initial attempt to listen to this album, I was not in the proper space to give it my full attention and I just skipped through the tracks to see if anything immediately stood out. I usually Never do that and I will sit through most things a few times before I formulate any sort of opinion.  Having a long commute to a job, I finally had the chance to listen to it and after Several listens, I Love the album. For those of you that think it's too sad, etc., I'm sorry to say, but this is Art and sometimes what inspires the work isn't always rainbows and sunshine. It's unfortunate that there seems to be so many persons whom would so quickly dismiss the artist because it's not what they wanted to hear. That's a pretty immature thought process and y'all should check yourselves because I'm not here writing a review of your albums or critiquing any of your art. if any of you were truly artists, you would not be saying the things that you are. Everyone is entitled to have an opinion, but just because you may not enjoy something does not meant it is not good. Just some food for thought.  I'd give the album a few more spins before talking smack. I consume all types of music, mostly heavier things. Things that the common person would probably have to wear a diaper to listen to. This album has made my list of favorite releases of the year some of which are Rivers of Nihil - The Work, Whitechapel - Kin, Spiritbox - Eternal Blue, Archspire - Bleed the Future,  Brand of Sacrifice - Lifeblood, Born of Osiris - Angel or Alien, Gojira - Fortitude, Darko US - Darko,  Slaughter to Prevail - Kostolom, Vildhjarta - Masstaden Under Vatten, just to name a few. Cheers!",[],B09HVSKCGQ,B09HVRTMFX,AGKVSFQDMBCRUEUO5GBVMKXKUVUQ,2021-12-06 23:59:38.710,0,False
5,Excellent,My granddaughter really liked it!,[],B09HVRTMFX,B09HVRTMFX,AF4HQNT4VHMEFW67UZN2K7Q7V5NA,2021-12-14 05:05:00.475,0,True
3,Disappointing,"May have been theraputic for Adele, but songs not as good as previous releases,",[],B09HVRTMFX,B09HVRTMFX,AETNAGCCW3CI4RK65GRJOBX4AQEA,2022-02-20 16:58:13.090,0,True
5,Classic AC/DC!,"This album is a return to the ""High Voltage"" rock and roll this band pioneered.<br />Rest in Peace Malcolm.",[],B08KH2L8DH,B08KGT79CH,AHYXGQ2RR45NQ5XXTTGIQDUARTGQ,2020-12-17 11:33:35.508,0,True
5,It's AC'DC,It's AC/DC.  Enough said.  Good album but the songs tend to all sound the same.,[],B08KGT79CH,B08KGT79CH,AH2XAIO7HU62XAFUOSBS4CCLWLUA,2021-12-05 22:35:18.524,0,True
5,Music doesn't disappoint!!!,Love Adele.  Love this CD.  Music is phenomenal.,[],B09HVRTMFX,B09HVRTMFX,AFWWXOAZNQSJQBJFBFIKRJGT35WA,2021-11-28 20:28:32.332,0,True
5,Great,"Wife loves the cd , a little to whishy washed for me.",[],B09HVRTMFX,B09HVRTMFX,AH7Z3BTQIJMWRVX4DSG4YFJGG2NA,2022-01-16 19:11:28.539,0,True
5,Great price,The price was great,[],B09HVRTMFX,B09HVRTMFX,AHQGNI3MX3RQBLYPXAQLTXADFIDA,2021-12-18 20:14:00.359,0,True
1,"recieved in terrible condition, improper packaging",Love this music but recieved in awful packaging,[],B09HVRTMFX,B09HVRTMFX,AEBQAWDORFJXUBKRBQ5SQKLJATSA,2021-11-27 01:14:49.694,0,True
2,Meh.,"Adele is very talented and has a BEAUTIFUL voice.... but the songs on this CD just aren't 'keepers'.  Listening to this was like eavesdropping on a therapy session of someone going thru a mental health crisis.  I do very much like the 'Easy on Me' song, but it was the only song on the CD that I want to listen to more than once.",[],B09HVRTMFX,B09HVRTMFX,AFM6UDWYQNCYVII4NQVVJ5FPSFKQ,2022-01-19 19:19:34.796,0,True
5,Ac/dc fans will love it,One of the best from ac/dc by far. Can't stop listening to it.,[],B08KGT79CH,B08KGT79CH,AE4DXCNHAUI54PJF7QKGK6SDGCGQ,2020-11-27 21:37:33.365,0,True
5,Its an OK album!,"Good Album, but not up to the musical  level of  A's  previous ones.  Nice never the less.",[],B09HVRTMFX,B09HVRTMFX,AFW4TFIZLIYQ2Z3G4JSGC6CCCKQA,2022-12-02 19:45:49.129,0,True
4,Adele CD,Good CD. I preorder and got it fast shipping to me. And cheap price. Thanks.,[],B09HVRTMFX,B09HVRTMFX,AEAFMXFN5Y3QI6WQ6K5NBUCJALEA,2021-11-26 19:11:27.806,0,True
4,Not spectacular.,"These are no bad songs on this album, although track #2 is rather tedious with repetitious lyrics.  Phil Rudd is as good, as always.  Cliff does his usual bass lines, which are good.  What I’m getting at is that this album sounds like all their albums from the last 35 years.  Yet, there are no blockbuster hits.  And there are very few standout guitar solos by Angus.  In fact, some songs have no solo or catchy riffs.  It’s all rhythm guitars.  It’s a good album.  But it’s not even close to being another Back In Black.  I almost gave it 3 stars.",[],B08KGT79CH,B08KGT79CH,AG6EDKW4LTUP3EKVJUFQWJTF3AYA,2021-05-04 23:13:20.443,0,True
3,Three Stars,Gift for someone else,[],B008OW1S02,B008KL4KB6,AGF45DFYZHVAAOYFQCBMEXQYKH2A,2015-01-03 23:57:09.000,0,True
5,Fabulous artist,Love Adele's songs.,[],B09HVRTMFX,B09HVRTMFX,AHVPRDS7HGLWENE5FQ5ILNCLA7XQ,2022-01-19 23:30:07.475,0,True
2,This CD does not measure up to her previous music.,If you have broken up with someone and wish to wallow in your pity then this is the CD for you. There are only two tracks that are really worth listening too and measure up to her previous CDs. Don't waste your money.,[],B09HVRTMFX,B09HVRTMFX,AHAOCBTMTDKUYNDFHAYJRGA4XENQ,2021-12-20 23:45:08.311,0,True
5,they still rock,very happy with my purchase - it's got that classic ac/dc vibe to it,[],B08KGT79CH,B08KGT79CH,AFEU72LBPQ6KPZM6WG23YI5DURKA,2021-08-31 03:37:55.168,0,True
5,Adele great as always,Beautiful voice and emotional lyrics,[],B09HVRTMFX,B09HVRTMFX,AE4DB6FZYZ6FHZS2W2VWWRRC4D3A,2021-12-30 22:33:01.905,0,True
1,Love adele,The CD skips. Pretty upset,[],B09HVRTMFX,B09HVRTMFX,AFFOYQQSE7L3YNNR6LNJHLZKUYZA,2022-02-10 21:02:53.452,0,True
5,Wonderful music,Great to hear this band still making music.  Wonderful.,[],B08KGT79CH,B08KGT79CH,AHS7SVRZESXQHLP3WW5WPYBCEK7A,2020-12-19 01:06:28.100,0,True
5,Beautiful songs from the heart.,"I've been a fan forever and ordered this album while watching her concert on tv. I was mesmerized by her vocals, so clear and rich. The album does not disappoint.",[],B09HVRTMFX,B09HVRTMFX,AGEJDB4G52EAQHBT6THGLLTT7LUQ,2021-12-17 03:22:30.179,1,True
3,Not So Meaningful as 21,Average melodies of distracted song writing.,[],B09HVRTMFX,B09HVRTMFX,AEJXZADG7MLGC4IFUAFMD5JQADBQ,2022-09-04 03:28:40.936,1,True
5,None,None,[],B09HVRTMFX,B09HVRTMFX,AEUSMS4OK66QWYTHFKHHW5JO57YA,2023-01-18 19:22:43.524,0,True
5,Great noise,What’s not to love?,[],B09HVRTMFX,B09HVRTMFX,AHOQ3BK3XKIOU6YXWTNI4CUFJANQ,2022-02-12 20:47:35.952,0,True
5,great,"loved it, great album",[],B08KGT79CH,B08KGT79CH,AF4GEEZMTLHHG72DT64SVUPXLGMQ,2021-04-21 22:18:19.694,0,True
5,Outstanding Soun,"Absolutely amazing sound! It's not that they ""still got it""; it's  that they created an amazing work of musical art!<br /><br />Hard to describe, but they were able to blend blues with pure rock on this album creating a true masterpiece!<br /><br />Had this been an album released by an unknown start up band, it would have been a stand-alone masterpiece.  The fact that it is a great album with an amazing sound recorded by the legendary AC/DC makes it even more spectacular!",[],B08KGT79CH,B08KGT79CH,AE4IYZZ6FELBMAQ72ZPSN4JBL24A,2021-03-02 01:14:15.408,1,True
1,Not good,It was a let down from the 2 previous CDs.,[],B09HVRTMFX,B09HVRTMFX,AGJU7GWLCR3R3NCHYNCWGOEZYGNQ,2021-11-29 19:43:31.149,3,True
5,I bought 2 and casing broke on both but 2nd CD not broken,Broken case,[],B09HVRTMFX,B09HVRTMFX,AEGHLSSXAPN44MFSVETNHAL6AFYQ,2021-12-17 18:57:09.105,0,True
5,Always ships fast,The music is epic,[],B09HVRTMFX,B09HVRTMFX,AHXNBKIVBV4U66NU2FDH7ZFIY2YQ,2021-12-30 03:49:05.362,0,True
2,"WTF, Adele?","Sorry for the low marks here, Adele.  Surely LOVE LOVE LOVE! your previous albums but this one seems below your normal standards.  I get the albums (4 sides) are describing some bad ""stuff"" in your life but can your voice not reflect that in this album? Where's the passion? 4 sides of nearly monotonistic expressions really did take the pleasure out of the listening experience.  Maybe that's the intent here...?<br /><br />High marks on the white collector cut vinyl though.  Makes them LOOK good even though the SOUND flops!",[],B09HVTKLPQ,B09HVRTMFX,AFVYFLG3LJI3KYGHWYEFXKGXAFYQ,2021-12-10 17:31:47.167,0,True
5,Great Music,This had some great music and I downloaded to my Ipod.,[],B08KGT79CH,B08KGT79CH,AEKL7JVPBMNHJYRFJYM6TSXJJ77Q,2022-04-24 23:46:16.709,0,True
5,It’s Adele - nothing else needs to be said!,May be the greatest vocalist of modern time. She sings her “you know what” off on this recording!,[],B09HVRTMFX,B09HVRTMFX,AE3OAJ37FCZMAXGJRFDUOSWX74QQ,2021-12-13 16:31:07.604,0,True
5,Great product,I’m a fan so I am definitely biased but I love this album.,[],B08KGT79CH,B08KGT79CH,AGGSH73KTVRWTZVK5LY535KBUFEQ,2021-07-04 14:56:18.007,0,True
5,Good cd,Good music. I wished it came in a plastic jewel case,[],B08KGT79CH,B08KGT79CH,AGPYT3JJKVLIJOIJGRDN3CJIXLRQ,2020-11-16 00:12:29.684,2,True
4,Cool CD,CD arrived in good condition. Solid CD. AC/DC  is back.,[],B08KGT79CH,B08KGT79CH,AGZC26J7426GBBMGNFU7HWPADT3A,2020-12-08 02:26:23.665,0,True
5,Still rockin,Several good tunes of the AC/DC style,[],B08KGT79CH,B08KGT79CH,AF2SAWR675QW6QIXPETZRGQE6SOQ,2020-12-17 17:39:11.310,0,True
1,I paid to hear her whine and whine and whine,I love my other albums by Adele. This should be limited to those who care about her relentless whining and crying. Omg…I can cry to my close friends. She has to make me pay to hear her sobbing and self hate? Murmuring to her son about her screwed up life is actually a SONG? Awful songs except for a couple. Just listen first before you buy. I wish that I had.,[],B09HVRTMFX,B09HVRTMFX,AHPUP45U2X6RKOYRDYEWGPJKRWIQ,2021-11-22 23:43:45.774,21,True
5,My buy,Good cd,[],B08KGT79CH,B08KGT79CH,AGQLCDR4HICOABRBYH6IFS4NHZ3A,2021-02-12 19:34:28.334,0,True
3,No case included,"The paper cover is so thin, I'm going to the dollar store to buy a CD plastic box","[{'small_image_url': 'https://m.media-amazon.com/images/I/61mMLsyrJmL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61mMLsyrJmL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61mMLsyrJmL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09HVRTMFX,B09HVRTMFX,AFU3DMGBYOSLG667KF2ZHVRUUCAA,2022-06-28 01:03:48.245,0,True
5,Adele has done it again!,Gorgeous album!  One of the few artists that does not allow her recordings to be auto tuned. Worth the wait!,[],B09HVRTMFX,B09HVRTMFX,AG7UW3CUVMHYMXRXJLHQ2ERIDQ4Q,2021-11-20 01:05:12.880,4,True
3,Doesn't immediately grab you,"This is album is very different then her previous albums. It's very personal and intimate with a jazzy, bluesy feel. I wanted to give it a chance before writing a review.  When i first heard it i really can't say i liked it. After hearing the first single easy on me it is a bit jarring as most of the songs sound like nothing like it. That's not to say the rest of the song are bad but they are very personal to what she was going through and although somber at times does get hopeful.  I do like it it's just a very different album. I love 21 and 25, those albums just had a atmospheric cohesiveness that was magic.  I really thinks she's a talented singer and although this won't be a favorite album I think I'm starting to get it.",[],B09HVRTMFX,B09HVRTMFX,AGQHU5XGYUYTCCD475RS44Y7T5OA,2021-11-22 23:07:34.013,1,True
3,Sounds like the last album,I love Adele but this last album is boring. The songs are all starting to sound the same. And so sad.,[],B09HVRTMFX,B09HVRTMFX,AHD73PEKPD5Y4WMN7QHGJRACPOKA,2022-11-10 02:20:07.977,1,True
3,It's not like her other albums,"I love Adele's voice and I have her other albums.  Unfortunately Adele's at her best when she's either ""sad"" or ""mad"".  From what I hear she's in a good place now. This album is a big snooze fest.",[],B09HVRTMFX,B09HVRTMFX,AGA3GAOLBLZR4FSBBXRMGGHJ65LQ,2021-12-05 22:30:48.802,0,True
5,Fast shipping,Love this cd,[],B09HVRTMFX,B09HVRTMFX,AHJKOM2L3XPFPDC2A62PGDVZSN4Q,2022-02-17 04:05:13.788,0,True
5,GREAT ALBUM,As always Adele has created another great album. Enjoyed the album very much.,[],B09HVRTMFX,B09HVRTMFX,AFF6THUFEL4YFPNNWVH3PT5WKH4A,2022-01-21 13:54:34.971,0,True
5,Love Adele,"Love Adele, I have all her CD's, vinyl albums and DVD's.  An excellent addition to my collection of her talant.",[],B09HVTKLPQ,B09HVRTMFX,AFHFKLF5RRDFTUDHVQQHRMPBU56Q,2022-01-14 18:04:17.960,0,True
4,"It's ok, not Back in Black.","I usually don't compare albums from the same group cause they are all different, but this one makes me wish for the old stuff. 3 stars for the music & 4 stars because, ................it's AC/DC.",[],B08KGT79CH,B08KGT79CH,AEJXLJDHSY6IS3ACJEOAHPIW6DFA,2021-06-19 18:21:40.862,0,True
3,Meh,I was disappointed with this ca. I gave a coyote of her others and I like them very much.,[],B09HVRTMFX,B09HVRTMFX,AEZXDBE6MJMR3CSB4ZSOLCLNYXKA,2022-03-20 01:03:28.195,0,True
5,Another great CD from Adele,Her music is timeless. Feels a little like therapy in parts.,[],B09HVRTMFX,B09HVRTMFX,AFI5ZZKMGUM4WNVBU4KRN5X65FKQ,2022-01-05 19:31:37.299,0,True
5,Adele!,Love Adele's 30 CD,[],B09HVRTMFX,B09HVRTMFX,AH2RU6M6KPYFYA3PCEOWAQJIU7AQ,2022-05-09 22:38:33.606,0,True
5,Adele!,Love Adele's 30 CD,[],B09HVRTMFX,B09HVRTMFX,AH2RU6M6KPYFYA3PCEOWAQJIU7AQ,2022-05-09 22:38:33.606,0,True
5,It's Adele,"Nothing more needs to be said except it's Adele so gets 5 Stars, another outstanding album by her!",[],B09HVRTMFX,B09HVRTMFX,AFU6YXTRLJG36BMKBPGHDSVGROVA,2021-12-11 20:36:42.289,0,True
5,Great Adele!,I love Adele's music and this is one more to that list!,[],B09HVRTMFX,B09HVRTMFX,AGBPVZUBHDYIGYEWEVH5NIW7HQRQ,2021-12-07 01:05:02.464,0,True
5,Impressive work,Great cd of songs! Real depth and honesty! Her best work to date!,[],B09HVRTMFX,B09HVRTMFX,AECLBLPNIGJHIBPSTKOTMADYYIEQ,2022-01-08 18:32:40.618,1,True
5,Love this cd,If you love Adele you will love her cd.,[],B09HVRTMFX,B09HVRTMFX,AGKVFC5CTVQYCGUORPXTLISPQXVA,2021-11-23 17:42:36.447,0,True
3,A Very Intrimate Adele Collection Focuses More on the Songwriting and Less On the Poweful Vocals,"I've been an Adele fan, I guess, since 19. Her voice soared and staked a claim right into my soul. What a powerhouse. She continued on that course, and I happily followed along - until now. I put in an advanced order for the CD on the strength of her past works. While the songwriting on 30 is superb, I am missing the inclusion of a powerhouse like Rolling in the Deep or Hello. The closest we come to having another Adele blockbuster is ""Hold On"", but if fails to achieve the same powerful vocal hold she had/has on many of her songs. I would've enjoyed the conversation she shared with us as a stand alone entry rather than inclusions as they tended to distract, rather than enhance, the songs.  No doubt this will achieve another milestone in Adele's history despite my preference for her older material.",[],B09HVRTMFX,B09HVRTMFX,AFQE62KSHCEHP6VVUOAEVUVTFKBQ,2021-11-21 18:21:12.359,0,False
4,Love Adele's music,Good album to listen to.,[],B09HVRTMFX,B09HVRTMFX,AGSCGDQ53TD46TDX2XNM3ZOEFQNQ,2023-01-10 22:09:58.486,0,True
5,Delivered as promised,Great AC/DC album!,[],B08KGT79CH,B08KGT79CH,AFYOI243IKUXI7EUDMFV35MQQR6Q,2021-02-05 01:11:47.188,0,True
1,Terrible,I wasn't  impressed  at all,[],B09HVRTMFX,B09HVRTMFX,AFLBH7DVZSMIZL67RLD3UKJ2NSLA,2021-12-16 19:25:38.696,2,True
1,Not her best,"Very disappointed.. disliked all song choices. Wish I could return it, but can't. oh well.",[],B09HVRTMFX,B09HVRTMFX,AHKOSJGPBC4Z257P7XRQZHKUIVAQ,2021-11-24 16:02:31.728,9,True
5,Perfect,Came on time and not damaged. Her album had a lot of good hits,[],B09HVRTMFX,B09HVRTMFX,AFGOO5DJYPUOQ2LNMIK5HSQTXMGA,2021-12-25 03:41:10.556,0,True
5,Love it,Adele at the top of her game!,[],B09HVRTMFX,B09HVRTMFX,AE2IPGKCTT6QVJ55FT45ABL4HDQQ,2022-04-28 23:44:24.624,0,True
5,It’s Adele; what’s not to like??,"A quality CD albeit a little melancholy. My only complaint is that when I downloaded it, the artist’s name, title name, and song titles do not show. C’mon, in this day and age, even minor artists CDs have this basic information on their CDs.",[],B09HVRTMFX,B09HVRTMFX,AHA6HFDL4Z2Y6NYTHAIZH55SIPTA,2021-12-13 18:29:28.342,0,True
5,We salute you,Have not got it yet. It's acdc. You know it's gonna rock,[],B08KGT79CH,B08KGT79CH,AFCMATWM3STT6PVDIWZLYYTARGQQ,2020-11-14 23:53:35.786,1,True
5,Great album,I ordered this for myself as I love this talented artist. Great album. Worth buying if you're a fan.,[],B09HVRTMFX,B09HVRTMFX,AHXQCDISFOIYOOW7AG5GG2MAHENQ,2022-01-21 12:46:54.675,0,True
5,This rocks!!!,"Some of the bands best work. I am a huge fan, so I'd probably like just about anything the did, but this is epic. I hope this corona crap lets bands get back to touring... I need to see them again.",[],B08KGT79CH,B08KGT79CH,AH6M3NCA2UCCTXGG3K5ZZEOA7GTA,2020-12-24 16:09:27.433,0,True
4,Love Adele,"Unfortunately the case arrived cracked. Packaging was fine so I have to assume it was knowingly shipped damaged.  As far as the music is concerned, I adore Adele and was beyond thrilled she was finally back with  highly anticipated new music.  I can’t honestly say I’m in love with some of the song choices but am still happy to have this CD.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71jUTzFoDtL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71jUTzFoDtL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71jUTzFoDtL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09HVRTMFX,B09HVRTMFX,AEJYMXBTV2E2CAKWC2GZZNXXS4DQ,2021-12-27 21:20:57.933,0,True
5,Perfect s Surprise Gift!,Loved the speedy delivery. Perfect gift for an “ Adel” lover.,[],B09HVRTMFX,B09HVRTMFX,AE4MNQL6ANNO3GF7SZFDPLNJBJKQ,2021-12-08 08:31:50.777,0,True
5,Five Stars,Great gift. Great record. Really enjoyed this purchase,[],B008OW1S02,B008KL4KB6,AEF3QX3XT3TMJSD37IPEGKB5BYKQ,2016-12-13 17:38:44.000,0,True
5,Love AC/DC,This is a great album.  Love the pictures included!,[],B08KGT79CH,B08KGT79CH,AFOGXAXHXQQOAOHGYLAIHDXEKQDA,2020-12-01 17:07:11.779,0,True
5,Nice CD,Great songs!,[],B09HVRTMFX,B09HVRTMFX,AGWIV5A73GRHB6BSNSJ2HKYCBGVA,2021-12-24 19:07:49.262,0,True
5,Love,Beautiful music. I'm biased because I love Adele. Vinyl came well packaged in heavy packaging.,[],B09HVTKLPQ,B09HVRTMFX,AFJIJ4QZ6ZCVH7PSZAGGR3XVTIJA,2021-12-07 22:09:29.633,0,True
5,Awesome 😎,Great CD,[],B08KGT79CH,B08KGT79CH,AE3YCTVL6F4IMYJC6C46Q5PXMZOA,2021-02-19 23:58:54.838,0,True
5,AC/DC!,"This is their best album since Stiff Upper Lip, classic sound, just awesome.<br />""Rejected"" is the best track on the album and Demons Fire rocks.<br />We needed something positive this year.<br />AC/DC delivers again.",[],B08KGT79CH,B08KGT79CH,AE6YT3JOLXIJOHMDGRHMRBHEMW7A,2020-11-15 02:45:43.880,4,True
